Council area,Year,Sex,Age,Population
North Ayrshire,2019,Male,84,252
North Ayrshire,2019,Male,85,227
North Ayrshire,2019,Male,86,214
North Ayrshire,2019,Male,87,205
North Ayrshire,2019,Male,88,134
North Ayrshire,2019,Male,89,90
North Ayrshire,2019,Male,90,330
North Lanarkshire,2019,Female,0,1722
North Lanarkshire,2019,Female,1,1708
North Lanarkshire,2019,Female,2,1751
North Lanarkshire,2019,Female,3,1813
North Lanarkshire,2019,Female,4,1885
North Lanarkshire,2019,Female,5,1832
North Lanarkshire,2019,Female,6,1871
North Lanarkshire,2019,Female,7,1922
North Lanarkshire,2019,Female,8,2045
North Lanarkshire,2019,Female,9,2027
North Lanarkshire,2019,Female,10,2137
North Lanarkshire,2019,Female,11,2025
North Lanarkshire,2019,Female,12,1978
North Lanarkshire,2019,Female,13,1956
North Lanarkshire,2019,Female,14,1971
North Lanarkshire,2019,Female,15,1974
North Lanarkshire,2019,Female,16,1909
North Lanarkshire,2019,Female,17,1905
North Lanarkshire,2019,Female,18,1914
North Lanarkshire,2019,Female,19,1869
North Lanarkshire,2019,Female,20,1951
North Lanarkshire,2019,Female,21,2022
North Lanarkshire,2019,Female,22,2089
North Lanarkshire,2019,Female,23,1962
North Lanarkshire,2019,Female,24,1928
North Lanarkshire,2019,Female,25,1945
North Lanarkshire,2019,Female,26,2102
North Lanarkshire,2019,Female,27,2233
North Lanarkshire,2019,Female,28,2154
North Lanarkshire,2019,Female,29,2072
North Lanarkshire,2019,Female,30,2194
North Lanarkshire,2019,Female,31,2209
North Lanarkshire,2019,Female,32,2287
North Lanarkshire,2019,Female,33,2291
North Lanarkshire,2019,Female,34,2343
North Lanarkshire,2019,Female,35,2324
North Lanarkshire,2019,Female,36,2316
North Lanarkshire,2019,Female,37,2360
North Lanarkshire,2019,Female,38,2436
North Lanarkshire,2019,Female,39,2393
North Lanarkshire,2019,Female,40,2200
North Lanarkshire,2019,Female,41,2167
North Lanarkshire,2019,Female,42,2001
North Lanarkshire,2019,Female,43,2261
North Lanarkshire,2019,Female,44,2206
North Lanarkshire,2019,Female,45,2233
North Lanarkshire,2019,Female,46,2360
North Lanarkshire,2019,Female,47,2665
North Lanarkshire,2019,Female,48,2627
North Lanarkshire,2019,Female,49,2610
North Lanarkshire,2019,Female,50,2787
North Lanarkshire,2019,Female,51,2795
North Lanarkshire,2019,Female,52,2717
North Lanarkshire,2019,Female,53,2717
North Lanarkshire,2019,Female,54,2810
North Lanarkshire,2019,Female,55,2681
North Lanarkshire,2019,Female,56,2756
North Lanarkshire,2019,Female,57,2594
North Lanarkshire,2019,Female,58,2456
North Lanarkshire,2019,Female,59,2414
North Lanarkshire,2019,Female,60,2323
North Lanarkshire,2019,Female,61,2365
North Lanarkshire,2019,Female,62,2217
North Lanarkshire,2019,Female,63,2147
North Lanarkshire,2019,Female,64,2079
North Lanarkshire,2019,Female,65,1992
North Lanarkshire,2019,Female,66,1962
North Lanarkshire,2019,Female,67,1880
North Lanarkshire,2019,Female,68,1792
North Lanarkshire,2019,Female,69,1839
North Lanarkshire,2019,Female,70,1835
North Lanarkshire,2019,Female,71,1863
North Lanarkshire,2019,Female,72,1892
North Lanarkshire,2019,Female,73,1480
North Lanarkshire,2019,Female,74,1433
North Lanarkshire,2019,Female,75,1421
North Lanarkshire,2019,Female,76,1445
North Lanarkshire,2019,Female,77,1246
North Lanarkshire,2019,Female,78,1077
North Lanarkshire,2019,Female,79,1121
North Lanarkshire,2019,Female,80,1137
North Lanarkshire,2019,Female,81,1058
North Lanarkshire,2019,Female,82,958
North Lanarkshire,2019,Female,83,890
North Lanarkshire,2019,Female,84,803
North Lanarkshire,2019,Female,85,655
North Lanarkshire,2019,Female,86,600
North Lanarkshire,2019,Female,87,536
North Lanarkshire,2019,Female,88,432
North Lanarkshire,2019,Female,89,372
North Lanarkshire,2019,Female,90,1275
North Lanarkshire,2019,Male,0,1760
North Lanarkshire,2019,Male,1,1843
North Lanarkshire,2019,Male,2,1786
North Lanarkshire,2019,Male,3,1975
North Lanarkshire,2019,Male,4,1915
North Lanarkshire,2019,Male,5,1956
North Lanarkshire,2019,Male,6,2031
North Lanarkshire,2019,Male,7,2084
North Lanarkshire,2019,Male,8,2092
North Lanarkshire,2019,Male,9,2045
North Lanarkshire,2019,Male,10,2100
North Lanarkshire,2019,Male,11,2215
North Lanarkshire,2019,Male,12,2150
North Lanarkshire,2019,Male,13,2076
North Lanarkshire,2019,Male,14,2099
North Lanarkshire,2019,Male,15,2092
North Lanarkshire,2019,Male,16,1992
North Lanarkshire,2019,Male,17,1877
North Lanarkshire,2019,Male,18,1939
North Lanarkshire,2019,Male,19,1922
North Lanarkshire,2019,Male,20,2164
North Lanarkshire,2019,Male,21,1988
North Lanarkshire,2019,Male,22,2233
North Lanarkshire,2019,Male,23,2128
North Lanarkshire,2019,Male,24,2124
North Lanarkshire,2019,Male,25,2159
North Lanarkshire,2019,Male,26,2088
North Lanarkshire,2019,Male,27,2163
North Lanarkshire,2019,Male,28,2151
North Lanarkshire,2019,Male,29,2033
North Lanarkshire,2019,Male,30,1961
North Lanarkshire,2019,Male,31,2167
North Lanarkshire,2019,Male,32,1954
North Lanarkshire,2019,Male,33,2092
North Lanarkshire,2019,Male,34,2079
North Lanarkshire,2019,Male,35,2050
North Lanarkshire,2019,Male,36,2202
North Lanarkshire,2019,Male,37,2236
North Lanarkshire,2019,Male,38,2313
North Lanarkshire,2019,Male,39,2246
North Lanarkshire,2019,Male,40,2170
North Lanarkshire,2019,Male,41,1979
North Lanarkshire,2019,Male,42,1884
North Lanarkshire,2019,Male,43,2221
North Lanarkshire,2019,Male,44,2108
North Lanarkshire,2019,Male,45,2104
North Lanarkshire,2019,Male,46,2247
North Lanarkshire,2019,Male,47,2308
North Lanarkshire,2019,Male,48,2399
North Lanarkshire,2019,Male,49,2445
North Lanarkshire,2019,Male,50,2529
North Lanarkshire,2019,Male,51,2569
North Lanarkshire,2019,Male,52,2634
North Lanarkshire,2019,Male,53,2581
North Lanarkshire,2019,Male,54,2631
North Lanarkshire,2019,Male,55,2552
North Lanarkshire,2019,Male,56,2359
North Lanarkshire,2019,Male,57,2534
North Lanarkshire,2019,Male,58,2330
North Lanarkshire,2019,Male,59,2218
North Lanarkshire,2019,Male,60,2153
North Lanarkshire,2019,Male,61,2067
North Lanarkshire,2019,Male,62,2017
North Lanarkshire,2019,Male,63,1927
North Lanarkshire,2019,Male,64,1812
North Lanarkshire,2019,Male,65,1825
North Lanarkshire,2019,Male,66,1761
North Lanarkshire,2019,Male,67,1643
North Lanarkshire,2019,Male,68,1602
North Lanarkshire,2019,Male,69,1680
North Lanarkshire,2019,Male,70,1636
North Lanarkshire,2019,Male,71,1638
North Lanarkshire,2019,Male,72,1690
North Lanarkshire,2019,Male,73,1311
North Lanarkshire,2019,Male,74,1144
North Lanarkshire,2019,Male,75,1172
North Lanarkshire,2019,Male,76,1078
North Lanarkshire,2019,Male,77,931
North Lanarkshire,2019,Male,78,863
North Lanarkshire,2019,Male,79,869
North Lanarkshire,2019,Male,80,815
North Lanarkshire,2019,Male,81,779
North Lanarkshire,2019,Male,82,560
North Lanarkshire,2019,Male,83,548
North Lanarkshire,2019,Male,84,462
North Lanarkshire,2019,Male,85,395
North Lanarkshire,2019,Male,86,404
North Lanarkshire,2019,Male,87,299
North Lanarkshire,2019,Male,88,243
North Lanarkshire,2019,Male,89,190
North Lanarkshire,2019,Male,90,567
Orkney Islands,2019,Female,0,79
Orkney Islands,2019,Female,1,99
Orkney Islands,2019,Female,2,104
Orkney Islands,2019,Female,3,98
Orkney Islands,2019,Female,4,99
Orkney Islands,2019,Female,5,92
Orkney Islands,2019,Female,6,92
Orkney Islands,2019,Female,7,93
Orkney Islands,2019,Female,8,128
Orkney Islands,2019,Female,9,113
Orkney Islands,2019,Female,10,107
Orkney Islands,2019,Female,11,139
Orkney Islands,2019,Female,12,122
Orkney Islands,2019,Female,13,127
Orkney Islands,2019,Female,14,130
Orkney Islands,2019,Female,15,98
Orkney Islands,2019,Female,16,110
Orkney Islands,2019,Female,17,116
Orkney Islands,2019,Female,18,99
Orkney Islands,2019,Female,19,84
Orkney Islands,2019,Female,20,87
Orkney Islands,2019,Female,21,75
Orkney Islands,2019,Female,22,82
Orkney Islands,2019,Female,23,81
Orkney Islands,2019,Female,24,107
Orkney Islands,2019,Female,25,113
Orkney Islands,2019,Female,26,120
Orkney Islands,2019,Female,27,119
Orkney Islands,2019,Female,28,123
Orkney Islands,2019,Female,29,120
Orkney Islands,2019,Female,30,114
Orkney Islands,2019,Female,31,132
Orkney Islands,2019,Female,32,141
Orkney Islands,2019,Female,33,134
Orkney Islands,2019,Female,34,138
Orkney Islands,2019,Female,35,118
Orkney Islands,2019,Female,36,136
Orkney Islands,2019,Female,37,120
Orkney Islands,2019,Female,38,128
Orkney Islands,2019,Female,39,118
Orkney Islands,2019,Female,40,157
Orkney Islands,2019,Female,41,110
Orkney Islands,2019,Female,42,106
Orkney Islands,2019,Female,43,121
Orkney Islands,2019,Female,44,137
Orkney Islands,2019,Female,45,143
Orkney Islands,2019,Female,46,157
Orkney Islands,2019,Female,47,151
Orkney Islands,2019,Female,48,165
Orkney Islands,2019,Female,49,165
Orkney Islands,2019,Female,50,169
Orkney Islands,2019,Female,51,183
Orkney Islands,2019,Female,52,181
Orkney Islands,2019,Female,53,197
Orkney Islands,2019,Female,54,193
Orkney Islands,2019,Female,55,180
Orkney Islands,2019,Female,56,179
Orkney Islands,2019,Female,57,162
Orkney Islands,2019,Female,58,163
Orkney Islands,2019,Female,59,158
Orkney Islands,2019,Female,60,165
Orkney Islands,2019,Female,61,147
Orkney Islands,2019,Female,62,169
Orkney Islands,2019,Female,63,167
Orkney Islands,2019,Female,64,159
Orkney Islands,2019,Female,65,127
Orkney Islands,2019,Female,66,157
Orkney Islands,2019,Female,67,142
Orkney Islands,2019,Female,68,160
Orkney Islands,2019,Female,69,144
Orkney Islands,2019,Female,70,146
Orkney Islands,2019,Female,71,156
Orkney Islands,2019,Female,72,163
Orkney Islands,2019,Female,73,122
Orkney Islands,2019,Female,74,121
Orkney Islands,2019,Female,75,121
Orkney Islands,2019,Female,76,136
Orkney Islands,2019,Female,77,137
Orkney Islands,2019,Female,78,83
Orkney Islands,2019,Female,79,112
Orkney Islands,2019,Female,80,78
Orkney Islands,2019,Female,81,90
Orkney Islands,2019,Female,82,79
Orkney Islands,2019,Female,83,64
Orkney Islands,2019,Female,84,58
Orkney Islands,2019,Female,85,60
Orkney Islands,2019,Female,86,44
Orkney Islands,2019,Female,87,30
Orkney Islands,2019,Female,88,53
Orkney Islands,2019,Female,89,44
Orkney Islands,2019,Female,90,138
Orkney Islands,2019,Male,0,107
Orkney Islands,2019,Male,1,89
Orkney Islands,2019,Male,2,106
Orkney Islands,2019,Male,3,89
Orkney Islands,2019,Male,4,116
Orkney Islands,2019,Male,5,111
Orkney Islands,2019,Male,6,129
Orkney Islands,2019,Male,7,133
Orkney Islands,2019,Male,8,126
Orkney Islands,2019,Male,9,117
Orkney Islands,2019,Male,10,137
Orkney Islands,2019,Male,11,114
Orkney Islands,2019,Male,12,138
Orkney Islands,2019,Male,13,120
Orkney Islands,2019,Male,14,115
Orkney Islands,2019,Male,15,115
Orkney Islands,2019,Male,16,110
Orkney Islands,2019,Male,17,106
Orkney Islands,2019,Male,18,103
Orkney Islands,2019,Male,19,83
Orkney Islands,2019,Male,20,113
Orkney Islands,2019,Male,21,104
Orkney Islands,2019,Male,22,134
Orkney Islands,2019,Male,23,125
Orkney Islands,2019,Male,24,128
Orkney Islands,2019,Male,25,108
Orkney Islands,2019,Male,26,120
Orkney Islands,2019,Male,27,112
Orkney Islands,2019,Male,28,116
Orkney Islands,2019,Male,29,140
Orkney Islands,2019,Male,30,118
Orkney Islands,2019,Male,31,131
Orkney Islands,2019,Male,32,135
Orkney Islands,2019,Male,33,111
Orkney Islands,2019,Male,34,141
Orkney Islands,2019,Male,35,100
Orkney Islands,2019,Male,36,124
Orkney Islands,2019,Male,37,114
Orkney Islands,2019,Male,38,105
Orkney Islands,2019,Male,39,128
Orkney Islands,2019,Male,40,109
Orkney Islands,2019,Male,41,122
Orkney Islands,2019,Male,42,102
Orkney Islands,2019,Male,43,122
Orkney Islands,2019,Male,44,120
Orkney Islands,2019,Male,45,109
Orkney Islands,2019,Male,46,129
Orkney Islands,2019,Male,47,143
Orkney Islands,2019,Male,48,142
Orkney Islands,2019,Male,49,174
Orkney Islands,2019,Male,50,151
Orkney Islands,2019,Male,51,167
Orkney Islands,2019,Male,52,182
Orkney Islands,2019,Male,53,184
Orkney Islands,2019,Male,54,187
Orkney Islands,2019,Male,55,179
Orkney Islands,2019,Male,56,207
Orkney Islands,2019,Male,57,169
Orkney Islands,2019,Male,58,187
Orkney Islands,2019,Male,59,189
Orkney Islands,2019,Male,60,170
Orkney Islands,2019,Male,61,162
Orkney Islands,2019,Male,62,176
Orkney Islands,2019,Male,63,146
Orkney Islands,2019,Male,64,146
Orkney Islands,2019,Male,65,161
Orkney Islands,2019,Male,66,171
Orkney Islands,2019,Male,67,137
Orkney Islands,2019,Male,68,150
Orkney Islands,2019,Male,69,131
Orkney Islands,2019,Male,70,161
Orkney Islands,2019,Male,71,134
Orkney Islands,2019,Male,72,159
Orkney Islands,2019,Male,73,118
Orkney Islands,2019,Male,74,114
Orkney Islands,2019,Male,75,133
Orkney Islands,2019,Male,76,107
Orkney Islands,2019,Male,77,107
Orkney Islands,2019,Male,78,72
Orkney Islands,2019,Male,79,95
Orkney Islands,2019,Male,80,94
Orkney Islands,2019,Male,81,80
Orkney Islands,2019,Male,82,59
Orkney Islands,2019,Male,83,57
Orkney Islands,2019,Male,84,62
Orkney Islands,2019,Male,85,47
Orkney Islands,2019,Male,86,32
Orkney Islands,2019,Male,87,35
Orkney Islands,2019,Male,88,19
Orkney Islands,2019,Male,89,32
Orkney Islands,2019,Male,90,74
Perth and Kinross,2019,Female,0,592
Perth and Kinross,2019,Female,1,624
Perth and Kinross,2019,Female,2,641
Perth and Kinross,2019,Female,3,715
Perth and Kinross,2019,Female,4,731
Perth and Kinross,2019,Female,5,674
Perth and Kinross,2019,Female,6,757
Perth and Kinross,2019,Female,7,776
Perth and Kinross,2019,Female,8,809
Perth and Kinross,2019,Female,9,757
Perth and Kinross,2019,Female,10,826
Perth and Kinross,2019,Female,11,801
Perth and Kinross,2019,Female,12,799
Perth and Kinross,2019,Female,13,779
Perth and Kinross,2019,Female,14,814
Perth and Kinross,2019,Female,15,807
Perth and Kinross,2019,Female,16,774
Perth and Kinross,2019,Female,17,778
Perth and Kinross,2019,Female,18,772
Perth and Kinross,2019,Female,19,638
Perth and Kinross,2019,Female,20,650
Perth and Kinross,2019,Female,21,635
Perth and Kinross,2019,Female,22,666
Perth and Kinross,2019,Female,23,749
Perth and Kinross,2019,Female,24,706
Perth and Kinross,2019,Female,25,791
Perth and Kinross,2019,Female,26,884
Perth and Kinross,2019,Female,27,761
Perth and Kinross,2019,Female,28,817
Perth and Kinross,2019,Female,29,718
Perth and Kinross,2019,Female,30,812
Perth and Kinross,2019,Female,31,859
Perth and Kinross,2019,Female,32,860
Perth and Kinross,2019,Female,33,849
Perth and Kinross,2019,Female,34,952
Perth and Kinross,2019,Female,35,929
Perth and Kinross,2019,Female,36,882
Perth and Kinross,2019,Female,37,908
Perth and Kinross,2019,Female,38,915
Perth and Kinross,2019,Female,39,862
Perth and Kinross,2019,Female,40,812
Perth and Kinross,2019,Female,41,803
Perth and Kinross,2019,Female,42,834
Perth and Kinross,2019,Female,43,858
Perth and Kinross,2019,Female,44,829
Perth and Kinross,2019,Female,45,969
Perth and Kinross,2019,Female,46,1007
Perth and Kinross,2019,Female,47,1134
Perth and Kinross,2019,Female,48,1106
Perth and Kinross,2019,Female,49,1092
Perth and Kinross,2019,Female,50,1173
Perth and Kinross,2019,Female,51,1266
Perth and Kinross,2019,Female,52,1249
Perth and Kinross,2019,Female,53,1187
Perth and Kinross,2019,Female,54,1256
Perth and Kinross,2019,Female,55,1227
Perth and Kinross,2019,Female,56,1251
Perth and Kinross,2019,Female,57,1185
Perth and Kinross,2019,Female,58,1157
Perth and Kinross,2019,Female,59,1031
Perth and Kinross,2019,Female,60,1160
Perth and Kinross,2019,Female,61,1086
Perth and Kinross,2019,Female,62,1095
Perth and Kinross,2019,Female,63,1032
Perth and Kinross,2019,Female,64,1021
Perth and Kinross,2019,Female,65,983
Perth and Kinross,2019,Female,66,1055
Perth and Kinross,2019,Female,67,979
Perth and Kinross,2019,Female,68,1007
Perth and Kinross,2019,Female,69,1015
Perth and Kinross,2019,Female,70,1018
Perth and Kinross,2019,Female,71,996
Perth and Kinross,2019,Female,72,1143
Perth and Kinross,2019,Female,73,856
Perth and Kinross,2019,Female,74,793
Perth and Kinross,2019,Female,75,752
Perth and Kinross,2019,Female,76,833
Perth and Kinross,2019,Female,77,741
Perth and Kinross,2019,Female,78,629
Perth and Kinross,2019,Female,79,645
Perth and Kinross,2019,Female,80,675
Perth and Kinross,2019,Female,81,593
Perth and Kinross,2019,Female,82,571
Perth and Kinross,2019,Female,83,536
Perth and Kinross,2019,Female,84,494
Perth and Kinross,2019,Female,85,414
Perth and Kinross,2019,Female,86,360
Perth and Kinross,2019,Female,87,368
Perth and Kinross,2019,Female,88,345
Perth and Kinross,2019,Female,89,289
Perth and Kinross,2019,Female,90,1242
Perth and Kinross,2019,Male,0,644
Perth and Kinross,2019,Male,1,660
Perth and Kinross,2019,Male,2,658
Perth and Kinross,2019,Male,3,737
Perth and Kinross,2019,Male,4,797
Perth and Kinross,2019,Male,5,797
Perth and Kinross,2019,Male,6,774
Perth and Kinross,2019,Male,7,820
Perth and Kinross,2019,Male,8,840
Perth and Kinross,2019,Male,9,837
Perth and Kinross,2019,Male,10,862
Perth and Kinross,2019,Male,11,845
Perth and Kinross,2019,Male,12,842
Perth and Kinross,2019,Male,13,728
Perth and Kinross,2019,Male,14,856
Perth and Kinross,2019,Male,15,822
Perth and Kinross,2019,Male,16,868
Perth and Kinross,2019,Male,17,815
Perth and Kinross,2019,Male,18,839
Perth and Kinross,2019,Male,19,828
Perth and Kinross,2019,Male,20,799
Perth and Kinross,2019,Male,21,813
Perth and Kinross,2019,Male,22,808
Perth and Kinross,2019,Male,23,815
Perth and Kinross,2019,Male,24,791
Perth and Kinross,2019,Male,25,950
Perth and Kinross,2019,Male,26,916
Perth and Kinross,2019,Male,27,909
Perth and Kinross,2019,Male,28,962
Perth and Kinross,2019,Male,29,765
Perth and Kinross,2019,Male,30,736
Perth and Kinross,2019,Male,31,834
Perth and Kinross,2019,Male,32,806
Perth and Kinross,2019,Male,33,865
Perth and Kinross,2019,Male,34,827
Perth and Kinross,2019,Male,35,905
Perth and Kinross,2019,Male,36,911
Perth and Kinross,2019,Male,37,858
Perth and Kinross,2019,Male,38,943
Perth and Kinross,2019,Male,39,873
Perth and Kinross,2019,Male,40,902
Perth and Kinross,2019,Male,41,804
Perth and Kinross,2019,Male,42,776
Perth and Kinross,2019,Male,43,832
Perth and Kinross,2019,Male,44,764
Perth and Kinross,2019,Male,45,827
Perth and Kinross,2019,Male,46,859
Perth and Kinross,2019,Male,47,1008
Perth and Kinross,2019,Male,48,984
Perth and Kinross,2019,Male,49,1013
Perth and Kinross,2019,Male,50,1033
Perth and Kinross,2019,Male,51,1077
Perth and Kinross,2019,Male,52,1121
Perth and Kinross,2019,Male,53,1205
Perth and Kinross,2019,Male,54,1230
Perth and Kinross,2019,Male,55,1223
Perth and Kinross,2019,Male,56,1235
Perth and Kinross,2019,Male,57,1111
Perth and Kinross,2019,Male,58,1099
Perth and Kinross,2019,Male,59,1021
Perth and Kinross,2019,Male,60,1088
Perth and Kinross,2019,Male,61,1100
Perth and Kinross,2019,Male,62,991
Perth and Kinross,2019,Male,63,982
Perth and Kinross,2019,Male,64,987
Perth and Kinross,2019,Male,65,975
Perth and Kinross,2019,Male,66,1065
Perth and Kinross,2019,Male,67,941
Perth and Kinross,2019,Male,68,913
Perth and Kinross,2019,Male,69,942
Perth and Kinross,2019,Male,70,956
Perth and Kinross,2019,Male,71,968
Perth and Kinross,2019,Male,72,1050
Perth and Kinross,2019,Male,73,821
Perth and Kinross,2019,Male,74,699
Perth and Kinross,2019,Male,75,729
Perth and Kinross,2019,Male,76,650
Perth and Kinross,2019,Male,77,591
Perth and Kinross,2019,Male,78,535
Perth and Kinross,2019,Male,79,592
Perth and Kinross,2019,Male,80,530
Perth and Kinross,2019,Male,81,472
Perth and Kinross,2019,Male,82,418
Perth and Kinross,2019,Male,83,380
Perth and Kinross,2019,Male,84,379
Perth and Kinross,2019,Male,85,321
Perth and Kinross,2019,Male,86,293
Perth and Kinross,2019,Male,87,302
Perth and Kinross,2019,Male,88,236
Perth and Kinross,2019,Male,89,184
Perth and Kinross,2019,Male,90,560
Renfrewshire,2019,Female,0,808
Renfrewshire,2019,Female,1,898
Renfrewshire,2019,Female,2,849
Renfrewshire,2019,Female,3,898
Renfrewshire,2019,Female,4,865
Renfrewshire,2019,Female,5,949
Renfrewshire,2019,Female,6,970
Renfrewshire,2019,Female,7,961
